"id_zona_pnl";"cdmunibge";"nome_zona";"cdmunmdic";"idvisum_mr";"nmmr_pnl";"ufpnl";"regiao";"pais";"continente";"longitude";"latitude"
1448;3159803;Santa Vitória;3159803;182;Ituiutaba;MG;Sudeste;Brasil;America do Sul;-50.275593;-18.989618
1449;3159902;Santo Antônio do Amparo;3159902;192;Oliveira;MG;Sudeste;Brasil;America do Sul;-44.942787;-20.916224
1450;3160009;Santo Antônio do Aventureiro;3160009;167;Cataguases;MG;Sudeste;Brasil;America do Sul;-42.811523;-21.751444
1451;3160108;Santo Antônio do Grama;3160108;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.603924;-20.322178
1452;3160207;Santo Antônio do Itambé;3160207;168;Conceicao do Mato Dentro;MG;Sudeste;Brasil;America do Sul;-43.266743;-18.478409
1453;3160306;Santo Antônio do Jacinto;3160306;156;Almenara;MG;Sudeste;Brasil;America do Sul;-40.277477;-16.503649
1454;3160405;Santo Antônio do Monte;3160405;172;Divinopolis;MG;Sudeste;Brasil;America do Sul;-45.292267;-20.08305
1455;3160454;Santo Antônio do Retiro;3160454;206;Salinas;MG;Sudeste;Brasil;America do Sul;-42.660995;-15.288146
1456;3160504;Santo Antônio do Rio Abaixo;3160504;168;Conceicao do Mato Dentro;MG;Sudeste;Brasil;America do Sul;-43.24905;-19.241404
1457;3160603;Santo Hipólito;3160603;170;Curvelo;MG;Sudeste;Brasil;America do Sul;-44.17239;-18.390203
1458;3160702;Santos Dumont;3160702;185;Juiz de Fora;MG;Sudeste;Brasil;America do Sul;-43.52572;-21.457727
1459;3160801;São Bento Abade;3160801;218;Varginha;MG;Sudeste;Brasil;America do Sul;-45.072327;-21.570057
1460;3160900;São Brás do Suaçuí;3160900;169;Conselheiro Lafaiete;MG;Sudeste;Brasil;America do Sul;-43.9724;-20.627495
1461;3160959;São Domingos das Dores;3160959;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-42.030865;-19.524607
1462;3161007;São Domingos do Prata;3161007;179;Itabira;MG;Sudeste;Brasil;America do Sul;-42.90323;-19.903046
1463;3161056;São Félix de Minas;3161056;188;Mantena;MG;Sudeste;Brasil;America do Sul;-41.44856;-18.568623
1464;3161106;São Francisco;3161106;184;Januaria;MG;Sudeste;Brasil;America do Sul;-44.86129;-15.896469
1465;3161205;São Francisco de Paula;3161205;192;Oliveira;MG;Sudeste;Brasil;America do Sul;-44.9954;-20.716549
1466;3161304;São Francisco de Sales;3161304;174;Frutal;MG;Sudeste;Brasil;America do Sul;-49.859425;-19.796751
1467;3161403;São Francisco do Glória;3161403;190;Muriae;MG;Sudeste;Brasil;America do Sul;-42.282276;-20.791916
1468;3161502;São Geraldo;3161502;214;Uba;MG;Sudeste;Brasil;America do Sul;-42.82911;-20.9106
1469;3161601;São Geraldo da Piedade;3161601;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-42.310364;-18.896328
1470;3161650;São Geraldo do Baixio;3161650;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-41.366863;-18.916807
1471;3161700;São Gonçalo do Abaeté;3161700;195;Paracatu;MG;Sudeste;Brasil;America do Sul;-45.545918;-18.176725
1472;3161809;São Gonçalo do Pará;3161809;172;Divinopolis;MG;Sudeste;Brasil;America do Sul;-44.828438;-19.983871
1473;3161908;São Gonçalo do Rio Abaixo;3161908;179;Itabira;MG;Sudeste;Brasil;America do Sul;-43.32137;-19.817152
1474;3162005;São Gonçalo do Sapucaí;3162005;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.59435;-21.91101
1475;3162104;São Gotardo;3162104;197;Patos de Minas;MG;Sudeste;Brasil;America do Sul;-45.999485;-19.35992
1476;3162203;São João Batista do Glória;3162203;196;Passos;MG;Sudeste;Brasil;America do Sul;-46.438625;-20.577154
1477;3162252;São João da Lagoa;3162252;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-44.334766;-16.859783
1478;3162302;São João da Mata;3162302;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.92319;-21.942587
1479;3162401;São João da Ponte;3162401;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-43.895267;-15.908449
1480;3162450;São João das Missões;3162450;184;Januaria;MG;Sudeste;Brasil;America do Sul;-44.22772;-14.891893
1481;3162500;São João del Rei;3162500;208;Sao Joao Del Rei;MG;Sudeste;Brasil;America do Sul;-44.27443;-21.263147
1482;3162559;São João do Manhuaçu;3162559;187;Manhuacu;MG;Sudeste;Brasil;America do Sul;-42.15348;-20.369993
1483;3162575;São João do Manteninha;3162575;188;Mantena;MG;Sudeste;Brasil;America do Sul;-41.16436;-18.75262
1484;3162609;São João do Oriente;3162609;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-42.170338;-19.353958
1485;3162658;São João do Pacuí;3162658;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-44.524364;-16.55532
1486;3162708;São João do Paraíso;3162708;206;Salinas;MG;Sudeste;Brasil;America do Sul;-41.976887;-15.3428135
1487;3162807;São João Evangelista;3162807;177;Guanhaes;MG;Sudeste;Brasil;America do Sul;-42.7756;-18.513626
1488;3162906;São João Nepomuceno;3162906;185;Juiz de Fora;MG;Sudeste;Brasil;America do Sul;-43.003246;-21.583021
1489;3162922;São Joaquim de Bicas;3162922;161;Belo Horizonte;MG;Sudeste;Brasil;America do Sul;-44.249;-20.07085
1490;3162948;São José da Barra;3162948;196;Passos;MG;Sudeste;Brasil;America do Sul;-46.244877;-20.749233
1491;3162955;São José da Lapa;3162955;161;Belo Horizonte;MG;Sudeste;Brasil;America do Sul;-43.9904;-19.69689
4690;2914604;Irecê;2914604;49;Irece;BA;Nordeste;Brasil;America do Sul;-41.84118;-11.312972
1492;3163003;São José da Safira;3163003;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-42.123352;-18.317513
1493;3163102;São José da Varginha;3163102;194;Para de Minas;MG;Sudeste;Brasil;America do Sul;-44.561512;-19.696075
1494;3163201;São José do Alegre;3163201;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.51779;-22.330383
1495;3163300;São José do Divino;3163300;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-41.37598;-18.398281
1496;3163409;São José do Goiabal;3163409;179;Itabira;MG;Sudeste;Brasil;America do Sul;-42.695507;-19.93223
1497;3163508;São José do Jacuri;3163508;199;Pecanha;MG;Sudeste;Brasil;America do Sul;-42.66827;-18.242868
1498;3163607;São José do Mantimento;3163607;187;Manhuacu;MG;Sudeste;Brasil;America do Sul;-41.770042;-20.020126
1499;3163706;São Lourenço;3163706;209;Sao Lourenco;MG;Sudeste;Brasil;America do Sul;-45.034286;-22.11715
1500;3163805;São Miguel do Anta;3163805;219;Vicosa;MG;Sudeste;Brasil;America do Sul;-42.710835;-20.726824
1501;3163904;São Pedro da União;3163904;210;Sao Sebastiao do Paraiso;MG;Sudeste;Brasil;America do Sul;-46.64195;-21.126831
1502;3164001;São Pedro dos Ferros;3164001;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.569843;-20.054192
1503;3164100;São Pedro do Suaçuí;3164100;199;Pecanha;MG;Sudeste;Brasil;America do Sul;-42.59263;-18.347889
1504;3164209;São Romão;3164209;201;Pirapora;MG;Sudeste;Brasil;America do Sul;-45.4063;-16.38945
1505;3164308;São Roque de Minas;3164308;202;Piui;MG;Sudeste;Brasil;America do Sul;-46.51355;-20.18704
1506;3164407;São Sebastião da Bela Vista;3164407;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.775803;-22.16115
1507;3164431;São Sebastião da Vargem Alegre;3164431;190;Muriae;MG;Sudeste;Brasil;America do Sul;-42.599236;-21.024256
1508;3164472;São Sebastião do Anta;3164472;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-41.957317;-19.507236
1509;3164506;São Sebastião do Maranhão;3164506;199;Pecanha;MG;Sudeste;Brasil;America do Sul;-42.541183;-18.059732
1510;3164605;São Sebastião do Oeste;3164605;172;Divinopolis;MG;Sudeste;Brasil;America do Sul;-45.04423;-20.251585
1511;3164704;São Sebastião do Paraíso;3164704;210;Sao Sebastiao do Paraiso;MG;Sudeste;Brasil;America do Sul;-47.00641;-20.922417
1512;3164803;São Sebastião do Rio Preto;3164803;168;Conceicao do Mato Dentro;MG;Sudeste;Brasil;America do Sul;-43.219482;-19.300505
1513;3164902;São Sebastião do Rio Verde;3164902;209;Sao Lourenco;MG;Sudeste;Brasil;America do Sul;-45.024822;-22.219439
1514;3165008;São Tiago;3165008;208;Sao Joao Del Rei;MG;Sudeste;Brasil;America do Sul;-44.560356;-20.938536
1515;3165107;São Tomás de Aquino;3165107;210;Sao Sebastiao do Paraiso;MG;Sudeste;Brasil;America do Sul;-47.127224;-20.786165
1516;3165206;São Thomé das Letras;3165206;218;Varginha;MG;Sudeste;Brasil;America do Sul;-44.963795;-21.733341
1517;3165305;São Vicente de Minas;3165305;157;Andrelandia;MG;Sudeste;Brasil;America do Sul;-44.474323;-21.667053
1518;3165404;Sapucaí-Mirim;3165404;205;Pouso Alegre;MG;Sudeste;Brasil;America do Sul;-45.848557;-22.786299
1519;3165503;Sardoá;3165503;177;Guanhaes;MG;Sudeste;Brasil;America do Sul;-42.407047;-18.77548
1520;3165537;Sarzedo;3165537;161;Belo Horizonte;MG;Sudeste;Brasil;America do Sul;-44.121044;-20.059145
1521;3165552;Setubinha;3165552;212;Teofilo Otoni;MG;Sudeste;Brasil;America do Sul;-42.156822;-17.6225
1522;3165560;Sem-Peixe;3165560;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.825123;-20.080051
1523;3165578;Senador Amaral;3165578;205;Pouso Alegre;MG;Sudeste;Brasil;America do Sul;-46.21713;-22.557665
1524;3165602;Senador Cortes;3165602;185;Juiz de Fora;MG;Sudeste;Brasil;America do Sul;-42.909187;-21.77044
1525;3165701;Senador Firmino;3165701;214;Uba;MG;Sudeste;Brasil;America do Sul;-43.10449;-20.904272
1526;3165800;Senador José Bento;3165800;205;Pouso Alegre;MG;Sudeste;Brasil;America do Sul;-46.141075;-22.156763
1527;3165909;Senador Modestino Gonçalves;3165909;171;Diamantina;MG;Sudeste;Brasil;America do Sul;-43.24095;-17.855246
1528;3166006;Senhora de Oliveira;3166006;219;Vicosa;MG;Sudeste;Brasil;America do Sul;-43.34945;-20.801
1529;3166105;Senhora do Porto;3166105;177;Guanhaes;MG;Sudeste;Brasil;America do Sul;-43.08053;-18.913206
1530;3166204;Senhora dos Remédios;3166204;160;Barbacena;MG;Sudeste;Brasil;America do Sul;-43.600224;-21.031244
1531;3166303;Sericita;3166303;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.45872;-20.49232
1532;3166402;Seritinga;3166402;157;Andrelandia;MG;Sudeste;Brasil;America do Sul;-44.4596;-21.916521
1533;3166501;Serra Azul de Minas;3166501;168;Conceicao do Mato Dentro;MG;Sudeste;Brasil;America do Sul;-43.20728;-18.390648
1534;3166600;Serra da Saudade;3166600;163;Bom Despacho;MG;Sudeste;Brasil;America do Sul;-45.77725;-19.385548
1535;3166709;Serra dos Aimorés;3166709;191;Nanuque;MG;Sudeste;Brasil;America do Sul;-40.264423;-17.784103
1536;3166808;Serra do Salitre;3166808;198;Patrocinio;MG;Sudeste;Brasil;America do Sul;-46.654526;-19.159142
1537;3166907;Serrania;3166907;155;Alfenas;MG;Sudeste;Brasil;America do Sul;-46.092808;-21.55402
1538;3166956;Serranópolis de Minas;3166956;183;Janauba;MG;Sudeste;Brasil;America do Sul;-42.860924;-15.856825
1539;3167004;Serranos;3167004;157;Andrelandia;MG;Sudeste;Brasil;America do Sul;-44.536892;-21.83099
1540;3167103;Serro;3167103;168;Conceicao do Mato Dentro;MG;Sudeste;Brasil;America do Sul;-43.401783;-18.536425
1541;3167202;Sete Lagoas;3167202;211;Sete Lagoas;MG;Sudeste;Brasil;America do Sul;-44.253468;-19.437172
1542;3167301;Silveirânia;3167301;214;Uba;MG;Sudeste;Brasil;America do Sul;-43.203045;-21.143368
1543;3167400;Silvianópolis;3167400;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.805584;-22.036896
1544;3167509;Simão Pereira;3167509;185;Juiz de Fora;MG;Sudeste;Brasil;America do Sul;-43.292984;-21.96423
1545;3167608;Simonésia;3167608;187;Manhuacu;MG;Sudeste;Brasil;America do Sul;-41.98726;-19.998955
1546;3167707;Sobrália;3167707;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-42.14586;-19.21823
1547;3167806;Soledade de Minas;3167806;209;Sao Lourenco;MG;Sudeste;Brasil;America do Sul;-45.02761;-22.026957
1548;3167905;Tabuleiro;3167905;214;Uba;MG;Sudeste;Brasil;America do Sul;-43.256172;-21.363356
1549;3168002;Taiobeiras;3168002;206;Salinas;MG;Sudeste;Brasil;America do Sul;-42.056107;-15.824494
1550;3168051;Taparuba;3168051;154;Aimores;MG;Sudeste;Brasil;America do Sul;-41.61156;-19.738613
1551;3168101;Tapira;3168101;159;Araxa;MG;Sudeste;Brasil;America do Sul;-46.868282;-19.915842
1552;3168200;Tapiraí;3168200;202;Piui;MG;Sudeste;Brasil;America do Sul;-46.16068;-19.876198
1553;3168309;Taquaraçu de Minas;3168309;179;Itabira;MG;Sudeste;Brasil;America do Sul;-43.68562;-19.63401
1554;3168408;Tarumirim;3168408;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-41.901917;-19.301466
1555;3168507;Teixeiras;3168507;219;Vicosa;MG;Sudeste;Brasil;America do Sul;-42.862465;-20.632124
1556;3168606;Teófilo Otoni;3168606;212;Teofilo Otoni;MG;Sudeste;Brasil;America do Sul;-41.383656;-17.714603
1557;3168705;Timóteo;3168705;178;Ipatinga;MG;Sudeste;Brasil;America do Sul;-42.60263;-19.558006
1558;3168804;Tiradentes;3168804;208;Sao Joao Del Rei;MG;Sudeste;Brasil;America do Sul;-44.154617;-21.116425
1559;3168903;Tiros;3168903;197;Patos de Minas;MG;Sudeste;Brasil;America do Sul;-45.824078;-18.860058
1560;3169000;Tocantins;3169000;214;Uba;MG;Sudeste;Brasil;America do Sul;-43.026478;-21.177475
1561;3169059;Tocos do Moji;3169059;205;Pouso Alegre;MG;Sudeste;Brasil;America do Sul;-46.146492;-22.358692
1562;3169109;Toledo;3169109;205;Pouso Alegre;MG;Sudeste;Brasil;America do Sul;-46.383217;-22.705711
1563;3169208;Tombos;3169208;190;Muriae;MG;Sudeste;Brasil;America do Sul;-42.06417;-20.8819
1564;3169307;Três Corações;3169307;218;Varginha;MG;Sudeste;Brasil;America do Sul;-45.204895;-21.686405
1565;3169356;Três Marias;3169356;213;Tres Marias;MG;Sudeste;Brasil;America do Sul;-45.069157;-18.29784
1566;3169406;Três Pontas;3169406;218;Varginha;MG;Sudeste;Brasil;America do Sul;-45.49816;-21.393545
1567;3169505;Tumiritinga;3169505;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-41.705498;-19.015003
1568;3169604;Tupaciguara;3169604;216;Uberlandia;MG;Sudeste;Brasil;America do Sul;-48.75528;-18.534866
1569;3169703;Turmalina;3169703;165;Capelinha;MG;Sudeste;Brasil;America do Sul;-42.839943;-17.244467
1570;3169802;Turvolândia;3169802;207;Santa Rita do Sapucai;MG;Sudeste;Brasil;America do Sul;-45.79968;-21.884975
1571;3169901;Ubá;3169901;214;Uba;MG;Sudeste;Brasil;America do Sul;-42.965275;-21.10533
1572;3170008;Ubaí;3170008;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-44.847683;-16.364025
1573;3170057;Ubaporanga;3170057;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-42.069942;-19.660522
1574;3170107;Uberaba;3170107;215;Uberaba;MG;Sudeste;Brasil;America do Sul;-47.97716;-19.58093
1575;3170206;Uberlândia;3170206;216;Uberlandia;MG;Sudeste;Brasil;America do Sul;-48.331738;-19.027771
1576;3170305;Umburatiba;3170305;191;Nanuque;MG;Sudeste;Brasil;America do Sul;-40.66691;-17.272387
1577;3170404;Unaí;3170404;217;Unai;MG;Sudeste;Brasil;America do Sul;-46.819725;-16.375835
1578;3170438;União de Minas;3170438;174;Frutal;MG;Sudeste;Brasil;America do Sul;-50.342953;-19.408436
1579;3170479;Uruana de Minas;3170479;217;Unai;MG;Sudeste;Brasil;America do Sul;-46.319614;-16.092587
1580;3170503;Urucânia;3170503;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.729794;-20.325314
1581;3170529;Urucuia;3170529;184;Januaria;MG;Sudeste;Brasil;America do Sul;-45.57288;-16.028639
1582;3170578;Vargem Alegre;3170578;166;Caratinga;MG;Sudeste;Brasil;America do Sul;-42.321297;-19.60368
1583;3170602;Vargem Bonita;3170602;202;Piui;MG;Sudeste;Brasil;America do Sul;-46.33615;-20.431276
1584;3170651;Vargem Grande do Rio Pardo;3170651;206;Salinas;MG;Sudeste;Brasil;America do Sul;-42.29894;-15.340664
1585;3170701;Varginha;3170701;218;Varginha;MG;Sudeste;Brasil;America do Sul;-45.409107;-21.557484
1586;3170750;Varjão de Minas;3170750;195;Paracatu;MG;Sudeste;Brasil;America do Sul;-45.935192;-18.466553
1587;3170800;Várzea da Palma;3170800;201;Pirapora;MG;Sudeste;Brasil;America do Sul;-44.72727;-17.49574
1588;3170909;Varzelândia;3170909;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-43.93443;-15.641476
1589;3171006;Vazante;3171006;195;Paracatu;MG;Sudeste;Brasil;America do Sul;-46.867622;-17.869152
1590;3171030;Verdelândia;3171030;189;Montes Claros;MG;Sudeste;Brasil;America do Sul;-43.6283;-15.54019
1591;3171071;Veredinha;3171071;165;Capelinha;MG;Sudeste;Brasil;America do Sul;-42.72525;-17.487665
1592;3171105;Veríssimo;3171105;215;Uberaba;MG;Sudeste;Brasil;America do Sul;-48.340916;-19.602467
1593;3171154;Vermelho Novo;3171154;204;Ponte Nova;MG;Sudeste;Brasil;America do Sul;-42.2543;-20.033985
1594;3171204;Vespasiano;3171204;161;Belo Horizonte;MG;Sudeste;Brasil;America do Sul;-43.944855;-19.730967
1595;3171303;Viçosa;3171303;219;Vicosa;MG;Sudeste;Brasil;America do Sul;-42.885513;-20.74042
1596;3171402;Vieiras;3171402;190;Muriae;MG;Sudeste;Brasil;America do Sul;-42.281986;-20.912645
1597;3171501;Mathias Lobato;3171501;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-41.92718;-18.611134
1598;3171600;Virgem da Lapa;3171600;158;Aracuai;MG;Sudeste;Brasil;America do Sul;-42.339626;-16.715471
1599;3171709;Virgínia;3171709;181;Itajuba;MG;Sudeste;Brasil;America do Sul;-45.108513;-22.34194
1600;3171808;Virginópolis;3171808;177;Guanhaes;MG;Sudeste;Brasil;America do Sul;-42.67029;-18.791882
1601;3171907;Virgolândia;3171907;175;Governador Valadares;MG;Sudeste;Brasil;America do Sul;-42.317547;-18.45167
1602;3172004;Visconde do Rio Branco;3172004;214;Uba;MG;Sudeste;Brasil;America do Sul;-42.839966;-21.011578
1603;3172103;Volta Grande;3172103;167;Cataguases;MG;Sudeste;Brasil;America do Sul;-42.557358;-21.758022
1604;3172202;Wenceslau Braz;3172202;181;Itajuba;MG;Sudeste;Brasil;America do Sul;-45.40137;-22.554684
1605;3200102;Afonso Cláudio;3200102;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-41.126514;-20.089426
1606;3200136;Águia Branca;3200136;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.749504;-18.970335
1607;3200169;Água Doce do Norte;3200169;105;Barra de Sao Francisco;ES;Sudeste;Brasil;America do Sul;-40.996758;-18.51665
1608;3200201;Alegre;3200201;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.51224;-20.719347
1609;3200300;Alfredo Chaves;3200300;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.827045;-20.563889
1610;3200359;Alto Rio Novo;3200359;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.987198;-19.022116
1611;3200409;Anchieta;3200409;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.68603;-20.719215
1612;3200508;Apiacá;3200508;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.554142;-21.072136
1613;3200607;Aracruz;3200607;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.17596;-19.765978
1614;3200706;Atílio Vivacqua;3200706;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.187172;-20.962954
1615;3200805;Baixo Guandu;3200805;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.982838;-19.569878
1616;3200904;Barra de São Francisco;3200904;105;Barra de Sao Francisco;ES;Sudeste;Brasil;America do Sul;-40.83155;-18.66602
1617;3201001;Boa Esperança;3201001;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.32907;-18.484787
1618;3201100;Bom Jesus do Norte;3201100;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.63384;-21.084463
1619;3201159;Brejetuba;3201159;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-41.29694;-20.125374
1620;3201209;Cachoeiro de Itapemirim;3201209;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.18964;-20.76777
1621;3201308;Cariacica;3201308;115;Vitoria;ES;Sudeste;Brasil;America do Sul;-40.442127;-20.290682
1622;3201407;Castelo;3201407;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.20398;-20.551674
1623;3201506;Colatina;3201506;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.65559;-19.486261
1624;3201605;Conceição da Barra;3201605;114;Sao Mateus;ES;Sudeste;Brasil;America do Sul;-39.833157;-18.445553
1625;3201704;Conceição do Castelo;3201704;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-41.265984;-20.370678
1626;3201803;Divino de São Lourenço;3201803;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.724525;-20.586725
1627;3201902;Domingos Martins;3201902;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-40.84914;-20.307804
1628;3202009;Dores do Rio Preto;3202009;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.81211;-20.63501
1629;3202108;Ecoporanga;3202108;105;Barra de Sao Francisco;ES;Sudeste;Brasil;America do Sul;-40.807693;-18.265583
1630;3202207;Fundão;3202207;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.355583;-19.968739
1631;3202256;Governador Lindenberg;3202256;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.50001;-19.205357
1632;3202306;Guaçuí;3202306;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.70521;-20.763388
1633;3202405;Guarapari;3202405;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.54579;-20.585222
1634;3202454;Ibatiba;3202454;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.550304;-20.250757
1635;3202504;Ibiraçu;3202504;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.417866;-19.834799
1636;3202553;Ibitirama;3202553;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.692623;-20.485956
1637;3202603;Iconha;3202603;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.857468;-20.754936
1638;3202652;Irupi;3202652;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.636753;-20.331232
1639;3202702;Itaguaçu;3202702;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.86457;-19.728437
1640;3202801;Itapemirim;3202801;109;Itapemirim;ES;Sudeste;Brasil;America do Sul;-40.9468;-20.966911
1641;3202900;Itarana;3202900;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.88899;-19.949812
1642;3203007;Iúna;3203007;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.66314;-20.370378
1643;3203056;Jaguaré;3203056;114;Sao Mateus;ES;Sudeste;Brasil;America do Sul;-40.0041;-18.949652
1644;3203106;Jerônimo Monteiro;3203106;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.39365;-20.813171
1645;3203130;João Neiva;3203130;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.436886;-19.715376
1646;3203163;Laranja da Terra;3203163;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-41.057724;-19.872581
1647;3203205;Linhares;3203205;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.028744;-19.382126
1648;3203304;Mantenópolis;3203304;105;Barra de Sao Francisco;ES;Sudeste;Brasil;America do Sul;-41.071724;-18.876423
1649;3203320;Marataízes;3203320;109;Itapemirim;ES;Sudeste;Brasil;America do Sul;-40.893044;-21.100464
1650;3203346;Marechal Floriano;3203346;103;Afonso Claudio;ES;Sudeste;Brasil;America do Sul;-40.773907;-20.431242
1651;3203353;Marilândia;3203353;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.51794;-19.435078
1652;3203403;Mimoso do Sul;3203403;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.37677;-21.088612
1653;3203502;Montanha;3203502;111;Montanha;ES;Sudeste;Brasil;America do Sul;-40.275173;-18.13886
1654;3203601;Mucurici;3203601;111;Montanha;ES;Sudeste;Brasil;America do Sul;-40.512527;-18.014732
1655;3203700;Muniz Freire;3203700;104;Alegre;ES;Sudeste;Brasil;America do Sul;-41.43497;-20.426779
1656;3203809;Muqui;3203809;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.34393;-20.938257
1657;3203908;Nova Venécia;3203908;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.52278;-18.698412
1658;3204005;Pancas;3204005;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.81724;-19.145542
1659;3204054;Pedro Canário;3204054;114;Sao Mateus;ES;Sudeste;Brasil;America do Sul;-40.037144;-18.182428
1660;3204104;Pinheiros;3204104;111;Montanha;ES;Sudeste;Brasil;America do Sul;-40.1982;-18.369894
1661;3204203;Piúma;3204203;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.771935;-20.83787
1662;3204252;Ponto Belo;3204252;111;Montanha;ES;Sudeste;Brasil;America do Sul;-40.51423;-18.250774
1663;3204302;Presidente Kennedy;3204302;109;Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.072487;-21.143122
1664;3204351;Rio Bananal;3204351;110;Linhares;ES;Sudeste;Brasil;America do Sul;-40.308167;-19.230457
1665;3204401;Rio Novo do Sul;3204401;108;Guarapari;ES;Sudeste;Brasil;America do Sul;-40.918724;-20.818228
1666;3204500;Santa Leopoldina;3204500;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.539402;-20.123186
1667;3204559;Santa Maria de Jetibá;3204559;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.80389;-20.08526
1668;3204609;Santa Teresa;3204609;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.637344;-19.879112
1669;3204658;São Domingos do Norte;3204658;107;Colatina;ES;Sudeste;Brasil;America do Sul;-40.566628;-19.122412
1670;3204708;São Gabriel da Palha;3204708;112;Nova Venecia;ES;Sudeste;Brasil;America do Sul;-40.508465;-18.952717
1671;3204807;São José do Calçado;3204807;106;Cachoeiro de Itapemirim;ES;Sudeste;Brasil;America do Sul;-41.655666;-20.982807
1672;3204906;São Mateus;3204906;114;Sao Mateus;ES;Sudeste;Brasil;America do Sul;-40.021263;-18.748407
1673;3204955;São Roque do Canaã;3204955;113;Santa Teresa;ES;Sudeste;Brasil;America do Sul;-40.67946;-19.719717
1674;3205002;Serra;3205002;115;Vitoria;ES;Sudeste;Brasil;America do Sul;-40.30162;-20.128119
